Io X	Io Y
-7.174838525057777E11	-1.5672776701330176E11
-7.155487697881053E11	-2.0009592947539877E11
-7.106153868944523E11	-2.4262517605411737E11
-7.027972053198751E11	-2.84168922743442E11
-6.922061619706959E11	-3.245908820564597E11
-6.789525540086064E11	-3.6376363886014734E11
-6.631450792899651E11	-4.0156738726621326E11
-6.448909683505636E11	-4.3788880858197723E11
-6.242961895588545E11	-4.726200730946357E11
-6.014657147991498E11	-5.0565795129214014E11
-5.76503838414312E11	-5.369030223239513E11
-5.495145451599356E11	-5.662589680334149E11
-5.2060192402335187E11	-5.936319422467893E11
-4.898706266722138E11	-6.189300072381427E11
-4.5742637146376807E11	-6.420626311946272E11
-4.2337649577395844E11	-6.629402422077395E11
-3.878305610043744E11	-6.814738360596226E11
-3.509010161141348E11	-6.975746369311527E11
-3.127039268831753E11	-7.111538122802079E11
-2.7335977967763153E11	-7.221222459512712E11
-2.3299437064434628E11	-7.303903763930529E11
-1.9173979310271152E11	-7.358681082378186E11
-1.4973553546120282E11	-7.384648076761033E11
-1.0712970232536496E11	-7.380893995850017E11
-6.4080374887813354E10	-7.346505923688969E11
-2.0757128429442593E10	-7.28057261978032E11
2.2657276202936314E10	-7.18219034272437E11
6.596501205391321E10	-7.05047116430872E11
1.0895110447336548E11	-6.884554425536421E11
1.5138114262345038E11	-6.683622160739489E11
1.929987890717028E11	-6.446919527171146E11
2.335231102361618E11	-6.17378152815674E11
2.7264577851806952E11	-5.863667603989098E11
3.100282398147244E11	-5.516205985344985E11
3.45299001263207E11	-5.1312500218836365E11
3.78051282029803E11	-4.708948916509025E11
4.078413990510493E11	-4.249835386959884E11
4.3418842721783484E11	-3.7549326062505725E11
4.565758784734167E11	-3.22588191538824E11
4.7445639257517206E11	-2.6650908849211313E11
4.872606989857396E11	-2.075897986603837E11
4.944123108632308E11	-1.4627448332678522E11
4.9534942928855676E11	-8.313391171067564E10
4.8955519208808215E11	-1.8878132762827972E10
4.765964605917891E11	4.56382421411497E10
4.5616960368862115E11	1.0942271181071815E11
4.281492189711796E11	1.713680323849778E11
3.92632868580621E11	2.3029480591882852E11
3.4997272276001404E11	2.8501302237743585E11
3.0078488677383356E11	3.3439709341242694E11
2.4593019588559967E11	3.774639041163249E11
1.8646621687863556E11	4.134406110204809E11
1.2357727199363382E11	4.418100968096764E11
5.849461418528797E10	4.623271217094831E11
-7.579738039743848E9	4.7500533270059875E11
-7.353471175810646E10	4.800815266969813E11
-1.3839177729540195E11	4.7796683111273975E11
-2.0132601264064352E11	4.691944181940985E11
-2.616699107893574E11	4.54371049587394E11
-3.189048838808384E11	4.3413666642381305E11
-3.726454324746375E11	4.091335269892312E11
-4.226200260909874E11	3.799845103029027E11
-4.6865153733786334E11	3.472792027906698E11
-5.106389607804881E11	3.115660537094196E11
-5.4854129376110266E11	2.733489537490474E11
-5.823638782015347E11	2.3308684879282706E11
-6.121471515776465E11	1.9119530765444543E11
-6.379575774693112E11	1.4804924752180798E11
-6.598804596029941E11	1.0398626459803748E11
-6.78014330318805E11	5.931020372271657E10
-6.924666262410035E11	1.4294731689041145E10
-7.033504033659222E11	-3.081322902059779E10
-7.10781885580788E11	-7.579028772315659E10
-7.148786786189213E11	-1.2043363690957153E11
-7.157585128764799E11	-1.645583858573238E11
-7.135384015987516E11	-2.0799517946345917E11
-7.083341190040767E11	-2.505880968778848E11
-7.002599212706436E11	-2.9219281748308026E11
-6.894284477626975E11	-3.326750330701066E11
-6.759507512389614E11	-3.7190907879432574E11
-6.599364169447883E11	-4.0977675218578516E11
-6.414937417637104E11	-4.4616629052294806E11
-6.207299571137311E11	-4.8097148039333704E11
-5.977514878762109E11	-5.140908758997192E11
-5.726642436828285E11	-5.4542710612049506E11
-5.4557394184710486E11	-5.748862575548009E11
-5.1658646326656635E11	-6.023773215560062E11
-4.8580824365878217E11	-6.278117000346666E11
-4.5334670296683875E11	-6.51102765204239E11
