Charon X	Charon Y
6.502238194848107E12	-9.093430310660685E9
6.504717822903466E12	5.197917975793576E9
6.507136303497418E12	1.9479099446665695E10
6.509497953931471E12	3.3756314861502316E10
6.511806348183687E12	4.803539587764194E10
6.514065315789902E12	6.232335141439041E10
6.516280759235205E12	7.663080981033498E10
6.518465838703654E12	9.097754539967732E10
6.520659281772756E12	1.0540469532909586E11
6.522948122768409E12	1.1994471011888072E11
6.525281131448381E12	1.3445168565176938E11
6.527531763123979E12	1.488559974183765E11
6.529693166616053E12	1.6319886930000842E11
6.531778209670317E12	1.775071852818819E11
6.533796234486572E12	1.9179498420967566E11
6.535753406957537E12	2.0607070171030316E11
6.537654063089751E12	2.2034044230089435E11
6.539501665233095E12	2.3460969032636868E11
6.541299669623066E12	2.488846848607252E11
6.543052899089544E12	2.6317435337146057E11
6.544771075748181E12	2.774943936524165E11
6.546480867336063E12	2.918770974339204E11
6.548257117515809E12	3.063716767731188E11
6.550121566929038E12	3.2089347122290424E11
6.551929958218543E12	3.353115690052096E11
6.5536472231393545E12	3.496545519195145E11
6.555285192001295E12	3.6395522528460516E11
6.556854375749705E12	3.7823056729321735E11
6.55836171961772E12	3.9249021556647186E11
6.559811960789223E12	4.06740644769022E11
6.5612086549910205E12	4.209871511860502E11
6.562554959882261E12	4.352351459776881E11
6.563854575245233E12	4.4949157186512463E11
6.565113688035753E12	4.6376743005437994E11
6.5663468045246E12	4.780837082406977E11
6.567597019019253E12	4.924833140290968E11
6.56894776113227E12	5.069850948518752E11
6.570325169127579E12	5.2143512417152515E11
6.571618761518721E12	5.357857844113472E11
6.5728267982084E12	5.500773039713745E11
6.573961508555554E12	5.64334179242472E11
6.575031598905086E12	5.78569328657426E11
6.576042835863424E12	5.927905652256387E11
6.576999270582299E12	6.07003507646574E11
6.577904082631769E12	6.212130879700472E11
6.578760293498625E12	6.354246968454099E11
6.579571769784652E12	6.496456546368772E11
6.5803455346868125E12	6.638880861435458E11
6.581099065943788E12	6.781758328807888E11
6.581884529190672E12	6.925553266886141E11
6.582774874367395E12	7.070177390293561E11
6.583662379157264E12	7.214031486900498E11
6.584462889207977E12	7.356961064902269E11
6.585181306553292E12	7.499350122944816E11
6.585829200286243E12	7.641412797439078E11
6.586414527482914E12	7.783264160586686E11
6.586942591307697E12	7.924975503902483E11
6.587417157608935E12	8.066599192389664E11
6.58784121484066E12	8.208181956699015E11
6.588217629680282E12	8.349775372874677E11
6.588550083194816E12	8.491449622107716E11
6.588845221326943E12	8.63332041422266E11
6.589119360653083E12	8.775613482554303E11
6.589420970876735E12	8.918774513560566E11
6.589825856843143E12	9.062809256999198E11
6.5902383517152E12	9.20614993163907E11
6.590566522016067E12	9.348539339535137E11
6.590812912222607E12	9.49036168745547E11
6.59098906792137E12	9.631838219055962E11
6.591103062236002E12	9.773086992225092E11
6.59116026533991E12	9.914180040597003E11
6.591164454276698E12	1.005516904085827E12
6.591118559068247E12	1.0196098567205857E12
6.591025260251857E12	1.0337015747658591E12
6.590887747060427E12	1.0477981731591555E12
6.590711289790158E12	1.0619092463213616E12
6.590507792757923E12	1.076052671572784E12
6.590311456161978E12	1.090265181794901E12
6.590201878207267E12	1.1045812301165938E12
6.59014850803654E12	1.118876045643351E12
6.590025004862456E12	1.133067041399246E12
6.589817347048107E12	1.147190146544998E12
6.589537119546262E12	1.1612723307457505E12
6.589193392114742E12	1.1753276798933918E12
6.588792179588273E12	1.1893643704223945E12
6.588337611400483E12	1.20338791550637E12
6.587832750766459E12	1.217402716849009E12
6.587280174647235E12	1.231413025229402E12
6.586682555830934E12	1.2454238549067822E12
6.586043628486082E12	1.2594423690702805E12
6.5853705808936045E12	1.2734807678475142E12
6.584681717006187E12	1.287563246725325E12
6.584030694577359E12	1.3017350904701057E12
6.58348195751114E12	1.3159771515491445E12
6.582924449532439E12	1.3301367541096729E12
6.58228345763236E12	1.3442053995213157E12
6.581564288564844E12	1.3582192234625173E12
6.580777818246598E12	1.3721983242382776E12
6.5799315626218125E12	1.3861535504052153E12
6.579030543166579E12	1.4000915718763438E12
6.578078296368864E12	1.4140171601782224E12
6.577077538813773E12	1.4279343629373513E12
6.576030675046525E12	1.441847327207883E12
6.574940381772187E12	1.4557612051116528E12
6.573810695638221E12	1.469683669952935E12
6.5726498847866875E12	1.4836282294457305E12
6.571479909806528E12	1.4976221482877114E12
6.570362961171113E12	1.5117110243743948E12
6.569341777675387E12	1.5258440026606616E12
6.568289416311195E12	1.539881180160122E12
6.56715364654572E12	1.553834112274523E12
6.565942815952344E12	1.5677359701584287E12
6.564667117389428E12	1.581604525697953E12
6.563333468396181E12	1.595449550899042E12
6.56194651972305E12	1.6092771752330254E12
6.560509575467861E12	1.6230918580378171E12
6.559025194108469E12	1.6368974302794329E12
6.557495653180054E12	1.6506978449128079E12
6.555923488921484E12	1.664498016170326E12
6.554312496508795E12	1.678305224636602E12
6.552670331998653E12	1.6921321615543442E12
6.5510169575968125E12	1.706004222869814E12
6.549409605892406E12	1.7199661662345493E12
6.547901149349801E12	1.733983001157796E12
6.546373386863863E12	1.74790992304497E12
6.544763992378188E12	1.7617488468908313E12
6.543079587572117E12	1.7755338083787537E12
6.541330479089157E12	1.7892834420386772E12
6.539523756422726E12	1.8030078930131646E12
6.537664173572386E12	1.8167134209153142E12
6.535755078960129E12	1.8304044753752441E12
6.533799018602324E12	1.844084757974482E12
6.531798175704343E12	1.8577579354710857E12
6.529754827335161E12	1.8714283612747307E12
6.527672099099507E12	1.8851021804878606E12
6.525555763248661E12	1.8987895810338198E12
6.523419713640968E12	1.912510140209846E12
6.521304165764555E12	1.926302816394432E12
6.519284075548488E12	1.940183335729814E12
6.517295346042208E12	1.9540130569713518E12
6.515233773101966E12	1.9677425529557568E12
6.513094426767218E12	1.9814074898499148E12
6.510888094515675E12	1.9950310805660508E12
6.50862285380531E12	2.0086256073720935E12
6.506304093887621E12	2.0221982850750693E12
6.503935529547348E12	2.0357539539524402E12
6.501519886444464E12	2.0492963671757532E12
6.499059357923487E12	2.0628289457923975E12
6.496555993795111E12	2.076355401353881E12
6.494012207097593E12	2.0898805198909873E12
6.491431780976123E12	2.103411556304208E12
6.488822552128719E12	2.1169613133968662E12
6.486205133684679E12	2.1305554513884E12
6.483637522916694E12	2.1442374791055251E12
6.481166142827841E12	2.1579658599440032E12
6.478672638800552E12	2.171601951472495E12
6.476099920709755E12	2.1851508617584304E12
6.473454710909674E12	2.1986452774940803E12
6.470746923185702E12	2.212103089500523E12
6.46798339552594E12	2.2255340695316963E12
6.465168723753157E12	2.2389442293230713E12
6.462306138029114E12	2.2523377899838315E12
6.459398065685872E12	2.2657181761778525E12
6.456446522442079E12	2.2790886505355806E12
6.453453476519552E12	2.292452895755302E12
6.450421371740842E12	2.3058158155866973E12
6.447354232253287E12	2.3191850306433286E12
6.444260702064353E12	2.3325742524885405E12
6.441164038361755E12	2.346011143394792E12
6.43812712928264E12	2.3595378362331504E12
6.435179354368583E12	2.37309211631837E12
6.432197016588223E12	2.3865478896437026E12
6.429136363723267E12	2.399920567226785E12
6.42600553033334E12	2.413240754941089E12
6.422813965365312E12	2.426524914806414E12
6.419568124720223E12	2.43978214307902E12
6.416272365091216E12	2.453018098480172E12
6.412929763099417E12	2.466236784651163E12
6.409542637004739E12	2.4794414602891333E12
6.406112908702926E12	2.4926352236094053E12
6.402642436555836E12	2.505821545611046E12
6.399133481440721E12	2.519004991504109E12
6.395589661942659E12	2.53219254002565E12
6.39201850402866E12	2.5453965043768037E12
6.388439647258955E12	2.5586414358651616E12
6.384908181931962E12	2.5719694959095044E12
6.381473290660272E12	2.5853459444528022E12
6.378023014745266E12	2.598633045877782E12
6.3744964497048E12	2.611830903022655E12
6.370899069526036E12	2.62497191431278E12
6.367240614375356E12	2.6380741341327485E12
6.363527890842075E12	2.651147386557577E12
6.359765476860693E12	2.6641976479143633E12
6.355956574357297E12	2.677229031506694E12
6.352103556673014E12	2.690244768712799E12
6.348208331955734E12	2.703247798638582E12
6.344272644420844E12	2.716241250970461E12
6.340298440674865E12	2.7292290272229473E12
6.336288535037488E12	2.7422167720443594E12
6.332248227505592E12	2.7552138914038687E12
6.328190156627877E12	2.7682383085166377E12
6.324150209065032E12	2.781325600746854E12
6.320200150832914E12	2.7944970588682197E12
6.316294132780367E12	2.8076284398913833E12
6.312324389073368E12	2.820657691758765E12
6.308280670979697E12	2.8336173803071807E12
6.304172985028376E12	2.846531127886009E12
6.300009310997174E12	2.859411459879549E12
6.295795013765893E12	2.872265605719821E12
6.291533770848778E12	2.8850982582159526E12
6.287228228912482E12	2.897912862417538E12
6.282880419073867E12	2.9107123103338594E12
