Jupiter X	Jupiter Y
-6.49394334086373E11	4.6827945526780963E11
-6.764145241449479E11	4.316322547187391E11
-7.011912272515831E11	3.935518751000297E11
-7.236564758528126E11	3.541735584025171E11
-7.437506069423035E11	3.13633187567865E11
-7.614209875903826E11	2.720700776962164E11
-7.766230069959692E11	2.2962339044062488E11
-7.893191365593453E11	1.864350770628881E11
-7.994795502315051E11	1.426462327593754E11
-8.070815431592522E11	9.840015024020525E10
-8.121097747069647E11	5.383864993574687E10
-8.145560598685554E11	9.105194582649582E9
-8.144192379270105E11	-3.565877440158704E10
-8.117053471720977E11	-8.031071511563672E10
-8.064271122511995E11	-1.2471061359313275E11
-7.986044868339863E11	-1.6871790063125485E11
-7.882637420264906E11	-2.121949839116419E11
-7.754383888426874E11	-2.550042122450019E11
-7.601679553281445E11	-2.970112533527538E11
-7.424993597365356E11	-3.380822357791322E11
-7.224853257091677E11	-3.7808710578670123E11
-7.001859291315792E11	-4.168970132324244E11
-6.756665165174015E11	-4.543872684355806E11
-6.489998104851063E11	-4.9043468822050684E11
-6.202639134106687E11	-5.249205682839304E11
-5.895444297564756E11	-5.577288446057653E11
-5.569314906067318E11	-5.887484527673441E11
-5.225226529144941E11	-6.178710117394999E11
-4.8642047750307733E11	-6.449936680754021E11
-4.4873451477111566E11	-6.700178229447699E11
-4.095783549156432E11	-6.928501602532191E11
-3.690734158197998E11	-7.134021984268948E11
-3.273444553315804E11	-7.315922381235591E11
-2.845232454011361E11	-7.47343396567606E11
-2.4074552338183167E11	-7.605863300550449E11
-1.9615278053148706E11	-7.712579188850144E11
-1.5089043014051743E11	-7.79302322594561E11
-1.0510912896359349E11	-7.846717153913406E11
-5.896262643389933E10	-7.873255171269645E11
-1.2609542204525087E10	-7.87232530437335E11
3.3789322931122234E10	-7.843692010875098E11
8.006910709016245E10	-7.787223683340593E11
1.2606349094434761E11	-7.702871822597327E11
1.7160340141580148E11	-7.59069830781125E11
2.1651905183096985E11	-7.450858328607783E11
2.606392476091485E11	-7.283618302486818E11
3.03793579919655E11	-7.089350320249498E11
3.458109054963015E11	-6.86853891381313E11
3.8652325269578613E11	-6.621776063039694E11
4.2576292491348785E11	-6.349779311314565E11
4.6336666148711084E11	-6.053364206034021E11
4.991742454422123E11	-5.733477207746195E11
5.3303093429019507E11	-5.391167079958857E11
5.647866651402612E11	-5.027606413041792E11
5.94299104355097E11	-4.64406314165724E11
6.214327863739652E11	-4.2419293498577057E11
