Ganymede X	Ganymede Y
-8.014803820586945E11	-1.4623460111047308E11
-7.9262529652295E11	-1.9010091444929886E11
-7.812287167940315E11	-2.334632880570541E11
-7.672965749216963E11	-2.761655268626601E11
-7.508529052486182E11	-3.180468311262568E11
-7.319401864261519E11	-3.589568188544881E11
-7.106070330570323E11	-3.9874372137602893E11
-6.8691521003611E11	-4.3724848164011945E11
-6.609656624920782E11	-4.7429406052993665E11
-6.328453681378828E11	-5.097649885071472E11
-6.026408633842859E11	-5.4354068283982355E11
-5.704928099834407E11	-5.754878872909327E11
-5.365002706951417E11	-6.055068513607825E11
-5.0075028733552606E11	-6.334817120802173E11
-4.634155363949303E11	-6.593336782121493E11
-4.246216223214729E11	-6.8299927777147E11
-3.8447444062956415E11	-7.044032439239974E11
-3.430906093472449E11	-7.234690931592161E11
-3.0058701928715283E11	-7.401057664417518E11
-2.5710059567833502E11	-7.542326577817982E11
-2.127757713565227E11	-7.658104035989498E11
-1.677470082656179E11	-7.748065777054888E11
-1.22151237054257E11	-7.811644406782026E11
-7.613920922473396E10	-7.84831017460309E11
-2.9870018508943516E10	-7.857635153656311E11
1.6483324573055847E10	-7.839229640948009E11
6.277182180774115E10	-7.793117416055065E11
1.0884925909764742E11	-7.719329719251299E11
1.5453796929469415E11	-7.617766401907122E11
1.9966798499484946E11	-7.488525789180769E11
